52
24946
14879
5654
10832
12567
9834
24685
9634
12570
24878
9909
9959
10892
22436
26466
24623
17735
24733
10658
12566
9088
10621
10487
9780
10638
12534
25523
22434
25121
24885
9799
24978
10162
25988
15646
10450
22418
25387
9636
10030
3723
25779
9642
9811
9647
4754
24889
5085
5570
1213
16676
25562
12716
24443
9917
9
766
9781
10193
4762
2942
6304
9656
12547
8942
25386
