AGNO;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;CONVENIO_SEP;AÑO_INGRESO_SEP;CLASIFICACION_SEP;N_PRIO;N_BEN
2015;1;9;LICEO POLITECNICO ARICA;15;151;15101;ARICA;151;ARICA;2;1;0;1;2013;EMERGENTE;533;306
2015;2;7;PARVULARIO LAS ESPIGUITAS;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;96;96
2015;3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES;15;151;15101;ARICA;151;ARICA;2;1;1;0; ; ;5;0
2015;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;151;ARICA;2;1;0;1;2013;EMERGENTE;678;546
2015;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;466;332
2015;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;2;1;0;1;2013;EMERGENTE;776;594
2015;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;405;376
2015;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;AUTONOMO;800;800
2015;10;8;ESCUELA REPUBLICA DE FRANCIA;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;117;117
2015;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;335;335
2015;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;AUTONOMO;233;233
2015;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;199;199
2015;14;0;ESCUELA ROMULO J. PENA MATURANA;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;130;130
2015;15;9;LICEO ARTISTICO DR. JUAN NOE CREVANI;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;250;239
2015;16;7;ESCUELA REGIMIENTO RANCAGUA;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;144;144
2015;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;243;243
2015;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;339;339
2015;19;1;ESC. HUMBERTO VALENZUELA GARCIA;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;292;292
2015;20;5;ESCUELA TUCAPEL;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;AUTONOMO;330;330
2015;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;714;714
2015;25;6;ESCUELA CENTENARIO;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;AUTONOMO;410;410
2015;26;4;ESCUELA REPUBLICA DE ARGENTINA;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;135;135
2015;27;2;ESCUELA ESMERALDA;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;155;155
2015;28;0;ESCUELA RICARDO SILVA ARRIAGADA;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;AUTONOMO;438;224
2015;29;9;ESCUELA AMERICA;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;410;410
2015;30;2;ESCUELA DR. RICARDO OLEA GUERRA;15;151;15101;ARICA;151;ARICA;2;1;0;0; ; ;136;0
2015;31;0;ESCUELA DARIO SALAS DIAZ;15;151;15101;ARICA;151;ARICA;2;1;1;1;2008;AUTONOMO;274;274
2015;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;151;15101;ARICA;151;ARICA;2;1;1;1;2008;EMERGENTE;389;374
2015;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;15;151;15101;ARICA;151;ARICA;2;1;1;1;2008;EMERGENTE;139;139
2015;35;3;ESCUELA GRAL. MANUEL BAQUEDANO;15;151;15101;ARICA;151;ARICA;2;1;1;1;2008;EMERGENTE;53;53
2015;36;1;ESCUELA IGNACIO CARRERA PINTO;15;151;15101;ARICA;151;ARICA;2;1;0;1;2008;EMERGENTE;250;250
2015;38;8;ESCUELA ESPAÑA;15;151;15101;ARICA;151;ARICA;2;1;1;1;2008;AUTONOMO;393;393
2015;39;6;ESCUELA PAMPA ALGODONAL;15;151;15101;ARICA;151;ARICA;2;1;1;1;2008;EMERGENTE;17;17
2015;41;8;ESCUELA VALLE DE CHACA;15;151;15101;ARICA;151;ARICA;2;1;1;1;2008;EMERGENTE;12;12
2015;42;6;ESCUELA MOLINOS LLUTA;15;151;15101;ARICA;151;ARICA;2;1;1;1;2008;EMERGENTE;6;6
2015;43;4;JARDIN INFANTIL CEPILLIN;15;151;15101;ARICA;151;ARICA;3;2;0;1;2013;EMERGENTE;16;16
2015;45;0;COLEGIO ITALIANO SANTA ANA;15;151;15101;ARICA;151;ARICA;3;2;0;1;2013;EMERGENTE;433;412
2015;46;9;JARDIN INFANTIL SAN ANDRES;15;151;15101;ARICA;151;ARICA;3;2;0;1;2009;EMERGENTE;7;7
2015;49;3;JARDIN INFANTIL PADRE LUIS GALLARDO;15;151;15101;ARICA;151;ARICA;3;2;0;1;2008;EMERGENTE;33;33
2015;50;7;COLEGIO ADVENTISTA DE ARICA;15;151;15101;ARICA;151;ARICA;3;2;0;1;2008;AUTONOMO;342;320
2015;51;5;ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR;15;151;15101;ARICA;151;ARICA;3;2;0;1;2008;EMERGENTE;7;7
2015;52;3;LICEO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;2008;AUTONOMO;2289;2067
2015;55;8;JARDIN INFANTIL MONTESSORI GARDEN;15;151;15101;ARICA;151;ARICA;3;2;0;1;2008;EMERGENTE;89;89
2015;56;6;COLEGIO SAN MARCOS DE ARICA;15;151;15101;ARICA;151;ARICA;3;2;0;0; ; ;186;0
2015;58;2;JARDIN INFANTIL PETETE J.M. BORGOÐO;15;151;15101;ARICA;151;ARICA;3;2;0;1;2008;EMERGENTE;6;5
2015;59;0;COLEGIO SAN JORGE;15;151;15101;ARICA;151;ARICA;4;3;0;0; ; ;37;0
2015;60;4;COLEGIO ALEMAN DE ARICA;15;151;15101;ARICA;151;ARICA;3;2;0;1;2008;EMERGENTE;347;337
2015;66;3;JARDIN INFANTIL PLUTO;15;151;15101;ARICA;151;ARICA;3;2;0;1;2008;EMERGENTE;15;11
2015;67;1;ABRAHAM LINCOLN SCHOOL;15;151;15101;ARICA;151;ARICA;3;2;0;0; ; ;185;0
2015;69;8;JUNIOR COLLEGE;15;151;15101;ARICA;151;ARICA;4;3;0;0; ; ;103;0
2015;70;1;ESCUELA VALLE DE ESQUINA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;2008;EMERGENTE;5;5
2015;72;8;LICEO VALLE DE CODPA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;2008;EMERGENTE;28;25
2015;73;6;ESCUELA VALLE DE COBIJA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;2008;EMERGENTE;2;2
2015;74;4;ESCUELA VALLE DE CAMARONES;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;2008;EMERGENTE;7;7
2015;75;2;ESCUELA VALLE DE GUANACAGUA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;2008;EMERGENTE;4;4
2015;76;0;ESCUELA VALLE DE CUYA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;2008;EMERGENTE;10;10
2015;78;7;LICEO GRANADEROS;15;152;15201;PUTRE;151;ARICA;2;1;1;1;2008;EMERGENTE;158;152
2015;79;5;ESCUELA EL MARQUEZ;15;152;15201;PUTRE;151;ARICA;2;1;1;1;2008;EMERGENTE;20;20
2015;81;7;ESCUELA PAYACHATAS;15;152;15201;PUTRE;151;ARICA;2;1;1;1;2008;EMERGENTE;5;5
2015;82;5;ESCUELA SAN FRANCISCO DE ASIS;15;152;15201;PUTRE;151;ARICA;2;1;1;1;2008;EMERGENTE;3;3
2015;83;3;ESCUELA COTA COTANI;15;152;15201;PUTRE;151;ARICA;2;1;1;1;2008;EMERGENTE;3;3
2015;84;1;ESCUELA LOS ALAMOS;15;152;15201;PUTRE;151;ARICA;2;1;1;1;2008;EMERGENTE;2;2
2015;86;8;ESCUELA SAN SANTIAGO DE BELEN;15;152;15201;PUTRE;151;ARICA;2;1;1;1;2008;EMERGENTE;7;7
2015;87;6;ESCUELA ANCOLACANE;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;2008;EMERGENTE;2;2
2015;88;4;ESCUELA ALCERRECA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;2008;EMERGENTE;1;1
2015;89;2;ESCUELA HUMAPALCA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;2008;EMERGENTE;1;1
2015;90;6;ESCUELA INTERNADO VISVIRI;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;2008;EMERGENTE;9;9
2015;91;4;ESCUELA COSAPILLA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;0; ; ;5;0
2015;92;2;ESCUELA CHISLLUMA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;0; ; ;3;0
2015;93;0;ESCUELA CHUJLLUTA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;2008;EMERGENTE;6;6
2015;94;9;ESCUELA GUACOYO;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;2008;EMERGENTE;3;3
2015;95;7;ESCUELA COLPITAS;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;2008;EMERGENTE;2;2
2015;97;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2013;EMERGENTE;191;139
2015;102;3;ESC.EDUC.ESPECIAL FLOR DEL INCA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;0; ; ;69;0
2015;103;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2008;EMERGENTE;240;230
2015;105;8;CENTRO DE CAPACITACION LABORAL;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;0; ; ;34;0
2015;106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;1;11;1101;IQUIQUE;11;IQUIQUE;5;4;0;0; ; ;223;0
2015;107;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2013;EMERGENTE;253;207
2015;108;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2013;EMERGENTE;229;173
2015;109;0;LICEO ELENA DUVAUCHELLE CABEZON;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2013;EMERGENTE;120;97
2015;110;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2008;EMERGENTE;413;396
2015;111;2;ESCUELA GABRIELA MISTRAL;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2008;EMERGENTE;249;249
2015;112;0;ESCUELA EDUARDO LLANOS;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2008;EMERGENTE;302;302
2015;113;9;ESCUELA ALMIRANTE PATRICIO LYNCH;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2008;EMERGENTE;467;467
2015;114;7;ESCUELA PLACIDO VILLARROEL;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2008;EMERGENTE;252;252
2015;116;3;COLEGIO REPUBLICA DE CROACIA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2008;EMERGENTE;249;249
2015;117;1;ESCUELA PAULA JARAQUEMADA ALQUIZAR;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2008;EMERGENTE;163;151
2015;119;8;ESCUELA CENTENARIO;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2008;EMERGENTE;196;178
2015;122;8;ESCUELA THILDA PORTILLO OLIVARES;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2008;EMERGENTE;178;178
2015;123;6;COLEGIO ESPANA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2008;EMERGENTE;210;176
2015;124;4;LICEO LUIS CRUZ MARTINEZ;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2013;EMERGENTE;619;518
2015;125;2;ESCUELA PROFESOR MANUEL CASTRO RAMOS;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2008;EMERGENTE;474;469
2015;126;0;COLEGIO REPUBLICA DE ITALIA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;2008;EMERGENTE;355;355
2015;127;9;LICEO MARIA AUXILIADORA;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;0; ; ;186;0
2015;129;5;LICEO SUPERIOR GABRIELA MISTRAL;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;0; ; ;64;0
2015;130;9;COLEGIO NORTH COLLEGE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;0; ; ;118;0
2015;131;7;LICEO PARTICULAR MIXTO ESCASCE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;2009;EMERGENTE;119;109
2015;132;5;LICEO ACADEMIA IQUIQUE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;0; ; ;297;0
2015;133;3;COLEGIO ADVENTISTA DE IQUIQUE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;2008;EMERGENTE;301;289
2015;134;1;LICEO ATENEA;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;2009;EMERGENTE;152;148
2015;136;8;J. I. CAPULLITO;1;11;1101;IQUIQUE;11;IQUIQUE;4;3;0;0; ; ;8;0
2015;139;2;JARDIN INFANTIL CONEJITO;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;2015;EMERGENTE;12;12
2015;144;9;COLEGIO IQUIQUE YOUNG SCHOOL;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;2011;EMERGENTE;160;153
2015;154;6;ESCUELA BASICA FRONTERIZA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;8;8
2015;156;2;ESCUELA PISAGUA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;48;48
2015;159;7;ESCUELA JAINA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;2;2
2015;160;0;ESCUELA PACHICA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;23;23
2015;161;9;LICEO DE HUARA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;183;175
2015;162;7;ESCUELA SIBAYA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;2014;EMERGENTE;31;31
2015;165;1;ESCUELA CHUSMIZA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;1;1
2015;167;8;ESCUELA CAMINA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;77;77
2015;168;6;ESCUELA CUISAMA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;5;5
2015;169;4;ESCUELA QUISTAGAMA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;10;10
2015;170;8;ESCUELA NAMA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;4;4
2015;171;6;ESCUELA APAMILCA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;3;3
2015;172;4;ESCUELA CHAPIQUILTA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;7;7
2015;173;2;ESCUELA MOQUELLA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;16;16
2015;174;0;ESCUELA FRANCIA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;16;16
2015;175;9;ESCUELA YALA YALA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;2;2
2015;177;5;ESCUELA BASICA CARIQUIMA;1;14;1403;COLCHANE;11;IQUIQUE;2;1;1;1;2015;EMERGENTE;6;6
2015;178;3;LICEO TECNICO PROFESIONAL COLCHANE;1;14;1403;COLCHANE;11;IQUIQUE;2;1;1;1;2015;EMERGENTE;99;98
2015;179;1;ESCUELA BASICA MAUQUE;1;14;1403;COLCHANE;11;IQUIQUE;2;1;1;1;2015;EMERGENTE;1;1
2015;185;6;ESCUELA BASICA PISIGA-CHOQUE;1;14;1403;COLCHANE;11;IQUIQUE;2;1;1;1;2015;EMERGENTE;3;3
2015;186;4;ESCUELA BASICA ENQUELGA;1;14;1403;COLCHANE;11;IQUIQUE;2;1;1;1;2015;EMERGENTE;2;2
2015;187;2;ESCUELA VERTIENTE DEL SABER;1;14;1405;PICA;11;IQUIQUE;2;1;0;1;2008;EMERGENTE;137;137
2015;188;0;ESC. MATILLA DE NUEVA EXTREMADURA;1;14;1405;PICA;11;IQUIQUE;2;1;1;1;2008;EMERGENTE;84;84
2015;191;0;LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;2013;EMERGENTE;416;284
2015;192;9;ESCUELA BASICA MAMINA;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;2008;EMERGENTE;32;32
2015;193;7;ESCUELA BASICA POZO ALMONTE;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;2008;EMERGENTE;328;328
2015;195;3;ESCUELA BASICA LA TIRANA;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;2008;EMERGENTE;165;165
2015;196;1;ESCUELA BASICA HUATACONDO;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;2008;EMERGENTE;9;9
2015;198;8;ESCUELA BASICA LA HUAYCA;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;2008;EMERGENTE;45;45
2015;199;6;LICEO DOMINGO LATRILLE LASTAUNOU;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;2013;EMERGENTE;329;189
2015;200;3;LICEO POLITECNICO DIEGO PORTALES P.;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;2013;EMERGENTE;444;336
2015;201;1;ESCUELA CARLOS CONDELL DE LA HAZA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;2008;EMERGENTE;392;392
2015;203;8;ESCUELA PABLO NERUDA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;2008;EMERGENTE;411;411
2015;204;6;ESCUELA L.GRAL.BERNARDO O´HIGGINS R.;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;2008;EMERGENTE;287;287
2015;205;4;ESCUELA ARTURO PRAT CHACON;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;2008;EMERGENTE;331;331
2015;206;2;ESCUELA ESTADOS UNIDOS DE NORTEAMERICA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;2008;EMERGENTE;261;261
2015;207;0;ESC. ESPECIAL PEDRO AGUIRRE CERDA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;0; ; ;61;0
2015;208;9;COLEGIO SAGRADA FAMILIA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;3;2;0;1;2014;EMERGENTE;359;335
2015;210;0;ESCUELA ARTURO PEREZ CANTO;2;23;2302;MARIA ELENA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;2008;EMERGENTE;234;234
2015;211;9;LICEO H.C. T.P. MARIA ELENA;2;23;2302;MARIA ELENA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;2014;EMERGENTE;77;63
2015;214;3;ESCUELA IGNACIO CARRERA PINTO;2;23;2302;MARIA ELENA;21;ANTOFAGASTA - TOCOPILLA;2;1;1;1;2008;EMERGENTE;9;9
2015;217;8;LICEO LUIS CRUZ MARTINEZ;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2013;EMERGENTE;272;212
2015;218;6;LICEO FRANCISCO DE AGUIRRE;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2013;EMERGENTE;225;178
2015;219;4;LICEO POLITECNICO CESAREO AGUIRRE G.;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2014;EMERGENTE;474;400
2015;220;8;LICEO MINERO AMÉRICA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2013;EMERGENTE;403;312
2015;222;4;CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A;2;22;2201;CALAMA;22;EL LOA;1;1;0;0; ; ;304;0
2015;223;2;ESCUELA CLAUDIO ARRAU;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;211;211
2015;224;0;ESCUELA GRECIA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;367;367
2015;225;9;ESCUELA REPUBLICA DE BOLIVIA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;331;331
2015;226;7;ESCUELA BASICA EMILIO SOTOMAYOR;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;465;465
2015;227;5;ESCUELA BASICA PRESIDENTE BALMACEDA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;642;642
2015;228;3;ESCUELA BASICA VADO DE TOPATER;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;192;192
2015;229;1;ESCUELA REPUBLICA DE CHILE;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;184;184
2015;230;5;ESCUELA BASICA ANDRES BELLO;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;AUTONOMO;226;226
2015;231;3;ESCUELA BASICA JOHN FITZGERALD KENNEDY;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;253;253
2015;232;1;ESCUELA BASICA PEDRO VERGARA KELLER;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;259;259
2015;236;4;ESCUELA DE PARVULOS LAS ABEJITAS;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;53;53
2015;237;2;ESCUELA DE PARVULOS LLAMITO BLANCO;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;113;113
2015;238;0;ESCUELA DIFERENCIAL LOA;2;22;2201;CALAMA;22;EL LOA;1;1;0;0; ; ;100;0
2015;239;9;ESCUELA BASICA 21 DE MAYO;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;238;238
2015;240;2;ESCUELA BASICA REPUBLICA DE FRANCIA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;166;166
2015;241;0;ESCUELA PARVULARIA LAS ARDILLAS;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;71;71
2015;243;7;ESCUELA BASICA PUKARA;2;22;2201;CALAMA;22;EL LOA;1;1;1;1;2008;EMERGENTE;1;1
2015;244;5;ESCUELA DE PARVULOS LOS ENANITOS;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;128;128
2015;245;3;ESCUELA DE PARVULOS PAPELUCHO;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;43;43
2015;246;1;ESCUELA BASICA SENORA DE LA CANDELARIA;2;22;2201;CALAMA;22;EL LOA;1;1;1;1;2008;EMERGENTE;13;13
2015;248;8;ESCUELA BASICA SAN JOSE;2;22;2201;CALAMA;22;EL LOA;1;1;1;1;2008;EMERGENTE;2;2
2015;252;6;ESCUELA BASICA SAN FRANCISCO;2;22;2201;CALAMA;22;EL LOA;1;1;1;1;2008;EMERGENTE;46;46
2015;253;4;COLEGIO ADVENTISTA DE CALAMA;2;22;2201;CALAMA;22;EL LOA;3;2;0;1;2008;AUTONOMO;223;216
2015;254;2;FUNDACION EDUC.COLEGIO NUESTRA SRA.DE AYQUINA;2;22;2201;CALAMA;22;EL LOA;3;2;0;0; ; ;232;0
2015;255;0;COLEGIO EJERCITO DE SALVACION;2;22;2201;CALAMA;22;EL LOA;3;2;0;1;2008;EMERGENTE;331;320
2015;256;9;INSTITUTO OBISPO SILVA LEZAETA;2;22;2201;CALAMA;22;EL LOA;3;2;0;0; ; ;216;0
2015;257;7;COLEGIO CHUQUICAMATA;2;22;2201;CALAMA;22;EL LOA;4;3;0;0; ; ;57;0
2015;259;3;ESC. PARV. JESUS DE NAZARETH;2;22;2201;CALAMA;22;EL LOA;4;3;0;0; ; ;21;0
2015;261;5;ESCUELA DE PARRVULOS CAPITAN RAFAEL TORREBLANCA;2;22;2201;CALAMA;22;EL LOA;4;3;0;0; ; ;7;0
2015;262;3;ESCUELA DE PARVULOS MICKEY MOUSE;2;22;2201;CALAMA;22;EL LOA;3;2;0;1;2008;EMERGENTE;73;73
2015;265;8;ESCUELA DE PARVULOS LOS CONEJITOS;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;2008;EMERGENTE;41;41
2015;268;2;ESC. BASICA RURAL SAN ANTONIO DE PADUA;2;22;2202;OLLAGÜE;22;EL LOA;2;1;1;1;2008;EMERGENTE;15;15
2015;269;0;ESCUELA BASICA SAN PEDRO DE ATACAMA;2;22;2203;SAN PEDRO DE ATACAMA;22;EL LOA;2;1;1;1;2008;EMERGENTE;444;444
2015;270;4;ESCUELA BASICA TOCONAO;2;22;2203;SAN PEDRO DE ATACAMA;22;EL LOA;2;1;1;1;2008;EMERGENTE;93;93
2015;271;2;ESCUELA BASICA CAMAR;2;22;2203;SAN PEDRO DE ATACAMA;22;EL LOA;2;1;1;1;2008;EMERGENTE;5;5
2015;273;9;ESCUELA BASICA SOLOR;2;22;2203;SAN PEDRO DE ATACAMA;22;EL LOA;2;1;1;1;2008;EMERGENTE;10;10
2015;274;7;ESCUELA BASICA SAN ROQUE;2;22;2203;SAN PEDRO DE ATACAMA;22;EL LOA;2;1;1;1;2008;EMERGENTE;11;11
2015;275;5;ESCUELA BASICA ANDINA;2;22;2203;SAN PEDRO DE ATACAMA;22;EL LOA;2;1;1;1;2008;EMERGENTE;2;2
2015;276;3;ESCUELA BASICA TALABRE;2;22;2203;SAN PEDRO DE ATACAMA;22;EL LOA;2;1;1;1;2008;EMERGENTE;4;4
